Preset Number,CC18+Op1 Detune+(0-127),CC27+Op1 Multiple+(0-127),CC19+Op1 Level+(0-127),CC29+Op1 Attack+(0-127),CC21+Op1 Decay+(0-127),CC25+Op1 Sustain+(0-127),CC17+Op1 Sustain Rate+(0-127),CC30+Op1 Release+(0-127),CC31+Op2 Detune+(0-127),CC32+Op2 Multiple+(0-127),CC40+Op2 Level+(0-127),CC36+Op2 Attack+(0-127),CC44+Op2 Decay+(0-127),CC42+Op2 Sustain+(0-127),CC34+Op2 Sustain Rate+(0-127),CC11+Op2 Release+(0-127),CC20+Op3 Detune+(0-127),CC24+Op3 Multiple+(0-127),CC16+Op3 Level+(0-127),CC49+Op3 Attack+(0-127),CC50+Op3 Decay+(0-127),CC51+Op3 Sustain+(0-127),CC45+Op3 Sustain Rate+(0-127),CC37+Op3 Release+(0-127),CC47+Op4 Detune+(0-127),CC39+Op4 Multiple+(0-127),CC38+Op4 Level+(0-127),CC46+Op4 Attack+(0-127),CC33+Op4 Decay+(0-127),CC41+Op4 Sustain+(0-127),CC43+Op4 Sustain Rate+(0-127),CC35+Op4 Release+(0-127),CC7+Volume+(0-127),CC4+Algorithm+(1-8),CC3+Feedback+(0-127),CC28+Fat+(0-127),CC15+LFO1 Rate+(0-127),CC12+LFO1 Depth+(0-127),CC10+LFO2 Rate+(0-127),CC9+LFO2 Depth+(0-127),CC14+LFO3 Rate+(0-127),CC2+LFO3 Depth+(0-127),CC6+Arp Rate+(0-127),CC5+Arp Range+(0-127),CC48+Vibrato Rate+(0-127),CC13+Vibrato Depth+(0-127),CC78+Voice Mode+(0-5),CC78+Voice Mode Name+(0-5),CC78+Octave Offset+(10-13),CC78+Op1 Rate Scaling+(20-23),CC78+Op2 Rate Scaling+(30-33),CC78+Op3 Rate Scaling+(40-43),CC78+Op4 Rate Scaling+(50-53),CC78+Op1 Envelope Mode+(25-27),CC78+Op1 Envelope Mode Name+(25-27),CC78+Op2 Envelope Mode+(35-37),CC78+Op2 Envelope Mode Name+(35-37),CC78+Op3 Envelope Mode+(45-47),CC78+Op3 Envelope Mode Name+(45-47),CC78+Op4 Envelope Mode+(55-57),CC78+Op4 Envelope Mode Name+(55-57),CC70+Arp Mode+(85-92),CC70+Arp Mode Name+(85-92),CC70+LFO1 Shape+(0-5),CC70+LFO1 Shape Name+(0-5),CC70+LFO1 Retrig+(6-7),CC70+LFO1 Loop+(8-9),CC70+LFO2 Shape+(16-21),CC70+LFO2 Shape Name+(16-21),CC70+LFO2 Retrig+(22-23),CC70+LFO2 Loop+(24-25),CC70+LFO3 Shape+(32-37),CC70+LFO3 Shape Name+(32-37),CC70+LFO3 Retrig+(38-39),CC70+LFO3 Loop+(40-41),CC75+Glide+(0-127),CC76+Fine+(0-127),CC71+LFO1 Link Op1 Detune+(0-1),CC71+LFO1 Link Op1 Multiple+(2-3),CC71+LFO1 Link Op1 Level+(4-5),CC71+LFO1 Link Op1 Attack+(8-9),CC71+LFO1 Link Op1 Decay+(10-11),CC71+LFO1 Link Op1 Sustain Rate+(12-13),CC71+LFO1 Link Op1 Sustain+(14-15),CC71+LFO1 Link Op1 Release+(16-17),CC71+LFO1 Link Op3 Detune+(18-19),CC71+LFO1 Link Op3 Multiple+(20-21),CC71+LFO1 Link Op3 Level+(22-23),CC71+LFO1 Link Op3 Attack+(26-27),CC71+LFO1 Link Op3 Decay+(28-29),CC71+LFO1 Link Op3 Sustain Rate+(30-31),CC71+LFO1 Link Op3 Sustain+(32-33),CC71+LFO1 Link Op3 Release+(34-35),CC71+LFO1 Link Op2 Detune+(36-37),CC71+LFO1 Link Op2 Multiple+(38-39),CC71+LFO1 Link Op2 Level+(40-41),CC71+LFO1 Link Op2 Attack+(44-45),CC71+LFO1 Link Op2 Decay+(46-47),CC71+LFO1 Link Op2 Sustain Rate+(48-49),CC71+LFO1 Link Op2 Sustain+(50-51),CC71+LFO1 Link Op2 Release+(52-53),CC71+LFO1 Link Op4 Detune+(54-55),CC71+LFO1 Link Op4 Multiple+(56-57),CC71+LFO1 Link Op4 Level+(58-59),CC71+LFO1 Link Op4 Attack+(62-63),CC71+LFO1 Link Op4 Decay+(64-65),CC71+LFO1 Link Op4 Sustain Rate+(66-67),CC71+LFO1 Link Op4 Sustain+(68-69),CC71+LFO1 Link Op4 Release+(70-71),CC71+LFO1 Link LFO1 Rate+(72-73),CC71+LFO1 Link LFO1 Depth+(74-75),CC71+LFO1 Link LFO2 Rate+(76-77),CC71+LFO1 Link LFO2 Depth+(78-79),CC71+LFO1 Link LFO3 Rate+(80-81),CC71+LFO1 Link LFO3 Depth+(82-83),CC71+LFO1 Link Algorithm+(84-85),CC71+LFO1 Link Feedback+(86-87),CC71+LFO1 Link Unused 44+(88-89),CC71+LFO1 Link Unused 45+(90-91),CC71+LFO1 Link Arp Rate+(92-93),CC71+LFO1 Link Arp Range+(94-95),CC71+LFO1 Link Vibrato Rate+(96-97),CC71+LFO1 Link Vibrato Depth+(98-99),CC71+LFO1 Link Fat+(100-101),CC72+LFO2 Link Op1 Detune+(0-1),CC72+LFO2 Link Op1 Multiple+(2-3),CC72+LFO2 Link Op1 Level+(4-5),CC72+LFO2 Link Op1 Attack+(8-9),CC72+LFO2 Link Op1 Decay+(10-11),CC72+LFO2 Link Op1 Sustain Rate+(12-13),CC72+LFO2 Link Op1 Sustain+(14-15),CC72+LFO2 Link Op1 Release+(16-17),CC72+LFO2 Link Op3 Detune+(18-19),CC72+LFO2 Link Op3 Multiple+(20-21),CC72+LFO2 Link Op3 Level+(22-23),CC72+LFO2 Link Op3 Attack+(26-27),CC72+LFO2 Link Op3 Decay+(28-29),CC72+LFO2 Link Op3 Sustain Rate+(30-31),CC72+LFO2 Link Op3 Sustain+(32-33),CC72+LFO2 Link Op3 Release+(34-35),CC72+LFO2 Link Op2 Detune+(36-37),CC72+LFO2 Link Op2 Multiple+(38-39),CC72+LFO2 Link Op2 Level+(40-41),CC72+LFO2 Link Op2 Attack+(44-45),CC72+LFO2 Link Op2 Decay+(46-47),CC72+LFO2 Link Op2 Sustain Rate+(48-49),CC72+LFO2 Link Op2 Sustain+(50-51),CC72+LFO2 Link Op2 Release+(52-53),CC72+LFO2 Link Op4 Detune+(54-55),CC72+LFO2 Link Op4 Multiple+(56-57),CC72+LFO2 Link Op4 Level+(58-59),CC72+LFO2 Link Op4 Attack+(62-63),CC72+LFO2 Link Op4 Decay+(64-65),CC72+LFO2 Link Op4 Sustain Rate+(66-67),CC72+LFO2 Link Op4 Sustain+(68-69),CC72+LFO2 Link Op4 Release+(70-71),CC72+LFO2 Link LFO1 Rate+(72-73),CC72+LFO2 Link LFO1 Depth+(74-75),CC72+LFO2 Link LFO2 Rate+(76-77),CC72+LFO2 Link LFO2 Depth+(78-79),CC72+LFO2 Link LFO3 Rate+(80-81),CC72+LFO2 Link LFO3 Depth+(82-83),CC72+LFO2 Link Algorithm+(84-85),CC72+LFO2 Link Feedback+(86-87),CC72+LFO2 Link Unused 44+(88-89),CC72+LFO2 Link Unused 45+(90-91),CC72+LFO2 Link Arp Rate+(92-93),CC72+LFO2 Link Arp Range+(94-95),CC72+LFO2 Link Vibrato Rate+(96-97),CC72+LFO2 Link Vibrato Depth+(98-99),CC72+LFO2 Link Fat+(100-101),CC73+LFO3 Link Op1 Detune+(0-1),CC73+LFO3 Link Op1 Multiple+(2-3),CC73+LFO3 Link Op1 Level+(4-5),CC73+LFO3 Link Op1 Attack+(8-9),CC73+LFO3 Link Op1 Decay+(10-11),CC73+LFO3 Link Op1 Sustain Rate+(12-13),CC73+LFO3 Link Op1 Sustain+(14-15),CC73+LFO3 Link Op1 Release+(16-17),CC73+LFO3 Link Op3 Detune+(18-19),CC73+LFO3 Link Op3 Multiple+(20-21),CC73+LFO3 Link Op3 Level+(22-23),CC73+LFO3 Link Op3 Attack+(26-27),CC73+LFO3 Link Op3 Decay+(28-29),CC73+LFO3 Link Op3 Sustain Rate+(30-31),CC73+LFO3 Link Op3 Sustain+(32-33),CC73+LFO3 Link Op3 Release+(34-35),CC73+LFO3 Link Op2 Detune+(36-37),CC73+LFO3 Link Op2 Multiple+(38-39),CC73+LFO3 Link Op2 Level+(40-41),CC73+LFO3 Link Op2 Attack+(44-45),CC73+LFO3 Link Op2 Decay+(46-47),CC73+LFO3 Link Op2 Sustain Rate+(48-49),CC73+LFO3 Link Op2 Sustain+(50-51),CC73+LFO3 Link Op2 Release+(52-53),CC73+LFO3 Link Op4 Detune+(54-55),CC73+LFO3 Link Op4 Multiple+(56-57),CC73+LFO3 Link Op4 Level+(58-59),CC73+LFO3 Link Op4 Attack+(62-63),CC73+LFO3 Link Op4 Decay+(64-65),CC73+LFO3 Link Op4 Sustain Rate+(66-67),CC73+LFO3 Link Op4 Sustain+(68-69),CC73+LFO3 Link Op4 Release+(70-71),CC73+LFO3 Link LFO1 Rate+(72-73),CC73+LFO3 Link LFO1 Depth+(74-75),CC73+LFO3 Link LFO2 Rate+(76-77),CC73+LFO3 Link LFO2 Depth+(78-79),CC73+LFO3 Link LFO3 Rate+(80-81),CC73+LFO3 Link LFO3 Depth+(82-83),CC73+LFO3 Link Algorithm+(84-85),CC73+LFO3 Link Feedback+(86-87),CC73+LFO3 Link Unused 44+(88-89),CC73+LFO3 Link Unused 45+(90-91),CC73+LFO3 Link Arp Rate+(92-93),CC73+LFO3 Link Arp Range+(94-95),CC73+LFO3 Link Vibrato Rate+(96-97),CC73+LFO3 Link Vibrato Depth+(98-99),CC73+LFO3 Link Fat+(100-101),CC-1+fmBase[44] (unused)+(N/A),CC-1+fmBase[45] (unused)+(N/A),CC-1+v4 Preset Flag+(N/A),CC-1+Seq Length+(N/A),CC-1+Seq[0]+(N/A),CC-1+Seq[1]+(N/A),CC-1+Seq[2]+(N/A),CC-1+Seq[3]+(N/A),CC-1+Seq[4]+(N/A),CC-1+Seq[5]+(N/A),CC-1+Seq[6]+(N/A),CC-1+Seq[7]+(N/A),CC-1+Seq[8]+(N/A),CC-1+Seq[9]+(N/A),CC-1+Seq[10]+(N/A),CC-1+Seq[11]+(N/A),CC-1+Seq[12]+(N/A),CC-1+Seq[13]+(N/A),CC-1+Seq[14]+(N/A),CC-1+Seq[15]+(N/A),CC-1+Padding Byte+(N/A)
0,96,72,22,44,80,0,124,40,48,48,78,0,120,0,124,24,64,32,91,64,124,120,124,24,0,64,127,64,84,104,64,40,32,8,112,0,44,7,36,0,2,37,0,0,127,0,1,Wide6,0,0,0,0,0,1,Forward,0,Off,2,Ping Pong,0,Off,0,Off,2,Triangle,0,0,0,Square,0,0,4,Inv Saw,0,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
1,0,72,69,44,80,0,84,56,48,80,83,0,120,104,124,0,0,32,91,64,124,120,124,0,0,64,127,64,84,104,124,0,73,8,112,0,44,7,36,0,2,37,0,0,127,0,0,Poly12,0,0,0,0,0,0,Off,0,Off,2,Ping Pong,0,Off,0,Off,2,Triangle,0,0,0,Square,0,0,4,Inv Saw,0,1,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
2,0,80,48,0,32,0,80,56,48,0,0,0,0,120,64,0,48,120,0,124,124,72,124,0,48,80,127,0,76,88,32,64,75,6,0,0,41,23,36,0,107,60,12,0,127,0,3,Unison,0,0,0,0,0,0,Off,1,Forward,2,Ping Pong,2,Ping Pong,6,Sequence1,3,Saw,0,1,0,Square,0,0,4,Inv Saw,0,1,8,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,14,1,127,130,134,137,139,137,134,130,129,130,132,133,134,135,134,132,N/A
3,96,80,107,56,120,0,84,56,48,72,83,0,120,0,124,80,0,32,91,64,124,120,44,0,0,64,127,64,84,104,52,0,-14,8,112,0,44,7,36,0,2,37,0,0,23,8,1,Wide6,0,0,0,0,0,1,Forward,0,Off,2,Ping Pong,0,Off,0,Off,2,Triangle,0,0,0,Square,0,0,4,Inv Saw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
4,48,48,9,88,0,40,124,120,64,40,98,104,116,24,0,120,112,40,55,0,12,56,64,120,32,40,50,108,28,24,76,120,-23,7,0,37,106,0,27,33,71,103,0,17,0,0,0,Poly12,0,0,0,1,1,1,Forward,0,Off,2,Ping Pong,2,Ping Pong,0,Off,1,Inv Square,0,0,5,Random Inf,0,1,4,Inv Saw,0,1,56,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,9,128,127,134,139,142,141,137,139,134,132,134,129,130,125,127,122,N/A
5,0,0,0,96,80,8,60,120,112,72,61,72,32,24,64,120,0,64,49,44,80,24,60,120,48,64,60,40,80,24,40,120,-13,3,0,6,124,15,7,83,19,9,15,0,0,20,0,Poly12,0,0,1,1,1,1,Forward,0,Off,0,Off,1,Forward,0,Off,0,Square,0,0,0,Square,0,0,4,Inv Saw,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
6,48,24,0,108,28,0,68,0,112,72,7,76,32,0,64,0,0,56,7,72,16,0,120,0,0,64,103,124,0,16,60,64,-77,3,64,6,125,15,7,15,0,9,15,0,0,20,0,Poly12,0,1,1,1,1,0,Off,1,Forward,0,Off,1,Forward,0,Off,0,Square,0,0,0,Square,0,0,3,Saw,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
7,0,0,0,72,0,40,76,40,16,80,49,92,68,16,56,104,112,56,62,96,60,56,0,104,0,64,56,124,80,24,0,120,-18,8,0,0,124,0,27,33,71,127,0,0,0,0,0,Poly12,0,0,1,1,1,1,Forward,2,Ping Pong,2,Ping Pong,1,Forward,0,Off,1,Inv Square,0,0,2,Triangle,0,1,4,Inv Saw,0,1,56,4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,9,0,127,130,134,137,139,137,134,132,0,134,137,130,129,125,122,N/A
8,112,40,0,16,0,32,120,72,16,88,89,84,0,8,0,120,112,120,71,112,0,32,72,24,0,112,119,124,0,16,124,24,-75,3,80,37,127,49,127,104,71,127,0,0,0,0,0,Poly12,0,1,1,1,1,0,Off,2,Ping Pong,2,Ping Pong,1,Forward,0,Off,1,Inv Square,0,1,5,Random Inf,0,0,0,Square,0,1,56,4,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,9,196,127,130,134,137,139,137,134,132,0,134,137,130,129,125,122,N/A
9,0,0,0,80,72,8,100,120,80,56,13,84,32,8,56,120,0,56,97,96,40,24,96,120,96,56,50,124,52,24,108,120,-19,2,32,0,107,79,84,66,126,52,15,0,0,0,0,Poly12,0,0,1,1,1,0,Off,0,Off,0,Off,2,Ping Pong,0,Off,0,Square,0,0,5,Random Inf,0,1,3,Saw,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
10,0,0,121,60,0,24,68,120,0,24,0,116,0,8,120,88,0,40,68,124,52,0,0,0,0,24,0,124,0,8,52,0,127,3,80,0,106,44,7,36,0,2,15,0,0,127,0,Poly12,0,1,1,1,1,1,Forward,1,Forward,1,Forward,1,Forward,0,Off,0,Square,1,0,5,Random Inf,0,0,0,Square,1,0,8,71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
11,0,0,0,52,96,0,124,8,96,16,0,32,64,80,108,40,0,80,0,0,0,104,80,0,0,8,124,0,124,112,108,64,64,4,0,0,58,67,95,66,67,127,0,0,0,0,3,Unison,0,0,0,0,0,0,Off,0,Off,2,Ping Pong,0,Off,0,Off,3,Saw,0,1,3,Saw,1,0,2,Triangle,1,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
